LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,ParameterList
119,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:39:57.230,25746,INFO,nova.osapi_compute.wsgi.server,req-4e8f0dbf-e127-49c6-8e2f-97e3c5351c0e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2604730",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.2604730']"
120,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:39:58.498,25746,INFO,nova.osapi_compute.wsgi.server,req-8ca1b8a4-fbef-4c83-b7d0-2e299c5f58bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2633290",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.2633290']"
121,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:39:58.856,25746,INFO,nova.osapi_compute.wsgi.server,req-9399d02d-744b-4d7d-8eeb-0d3a0c04fa34 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3527908",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.3527908']"
122,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:00.287,25746,INFO,nova.osapi_compute.wsgi.server,req-703e826c-3c27-4dfc-a955-c9db43c47845 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4248340",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.4248340']"
123,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:00.469,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,5,image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>checking,"['0673', '71-34', '5-4', '86c4', '40623', '45b4', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): ']"
124,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:00.470,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",6,"image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>in use: on this node <*> local, <*> on other nodes sharing this instance storage","['0673', '71-34', '5-4', '86c4', '40623', '45b4', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): ', '1', '0']"
125,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:00.536,25746,INFO,nova.osapi_compute.wsgi.server,req-682f1297-5222-4fee-846c-dd8660edc6a1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2455161",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.2455161']"
126,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:00.667,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,7,<*> base <*> /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,"['Active', 'files:', '489c868', '0c37', '93b76227', '91', '03908', '0e742']"
127,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:01.805,25746,INFO,nova.osapi_compute.wsgi.server,req-cdba16c4-1e65-4ab9-853a-e192ab7b42b9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2633269",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.2633269']"
128,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:02.098,25746,INFO,nova.osapi_compute.wsgi.server,req-ee916b5b-f1dd-4457-810f-07dae12d5cff 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2887440",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.2887440']"
129,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:03.391,25746,INFO,nova.osapi_compute.wsgi.server,req-2cd6eb8b-e7f4-40f6-b682-c00f457f4729 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2867360",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.2867360']"
130,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:03.669,25746,INFO,nova.osapi_compute.wsgi.server,req-2813de27-0b62-4909-b8e9-23e405f5e8fb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2747920",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1893', '0.2747920']"
131,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:04.056,25743,INFO,nova.api.openstack.compute.server_external_events,req-0d2cc775-8472-4201-a174-6c0ace9db623 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:623f8dac-b4d6-4f0f-aa15-f941548beb5b for instance 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8,8,Creating event <*> for instance <*>,"['network-vif-plugged:623f8dac-b4d6-4f0f-aa15-f941548beb5b', '3416d0fa-6f0f-41ce-9c0a-59ae9a735da8']"
132,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:04.063,25743,INFO,nova.osapi_compute.wsgi.server,req-0d2cc775-8472-4201-a174-6c0ace9db623 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.1026800",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events ', '/1.1"" ', '200', '380', '0.1026800']"
133,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:04.071,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] VM Resumed (Lifecycle Event),2,<*> VM <*> (Lifecycle Event),"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', 'Resumed']"
134,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:04.080,2931,INFO,nova.virt.libvirt.driver,-,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Instance spawned successfully.,9,<*> Instance <*> successfully.,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', 'spawned']"
135,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:04.081,2931,INFO,nova.compute.manager,req-74d58b45-ade6-4af8-97ea-67d6c7d66e03 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Took 20.35 seconds to spawn the instance on the hypervisor.,10,<*> Took <*>.<*> seconds to <*> the instance on the hypervisor.,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', '20.35', 'spawn']"
136,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:04.195,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] During sync_power_state the instance has a pending task (spawning). Skip.,4,<*> During sync_power_state the instance has a pending task (spawning). Skip.,['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]']
137,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:04.197,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] VM Resumed (Lifecycle Event),2,<*> VM <*> (Lifecycle Event),"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', 'Resumed']"
138,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:04.216,2931,INFO,nova.compute.manager,req-74d58b45-ade6-4af8-97ea-67d6c7d66e03 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Took 21.13 seconds to build instance.,11,<*> Took <*>.<*> seconds to build instance.,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', '21.13']"
139,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:04.931,25746,INFO,nova.osapi_compute.wsgi.server,req-5f80fdeb-6014-4521-977d-766e6ddcfaff 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2561429",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1910', '0.2561429']"
140,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:05.206,25746,INFO,nova.osapi_compute.wsgi.server,req-df36cb2e-2425-41da-acc4-ac19dbd89703 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2705979",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1910', '0.2705979']"
141,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:05.720,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,5,image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>checking,"['0673', '71-34', '5-4', '86c4', '40623', '45b4', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): ']"
142,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:05.721,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",6,"image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>in use: on this node <*> local, <*> on other nodes sharing this instance storage","['0673', '71-34', '5-4', '86c4', '40623', '45b4', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): ', '1', '0']"
143,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:05.902,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,7,<*> base <*> /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,"['Active', 'files:', '489c868', '0c37', '93b76227', '91', '03908', '0e742']"
144,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:10.359,25774,INFO,nova.metadata.wsgi.server,req-c25f38ec-51d4-4564-b006-801bbc9f7b31 - - - - -,"10.11.11.226,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2296920",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.11.226,10.11.10.1', '""GET /openstack/2012-08-10/meta_data.json ', '/1.1"" ', '200', '264', '0.2296920']"
145,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:10.673,25786,INFO,nova.metadata.wsgi.server,req-bb278ae3-8199-4565-82c2-5650d790c7b7 - - - - -,"10.11.11.226,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2201080",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.11.226,10.11.10.1', '""GET /openstack/2013-10-17 ', '/1.1"" ', '200', '157', '0.2201080']"
146,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:10.924,25784,INFO,nova.metadata.wsgi.server,req-cde284f3-3c2d-4428-b99b-7b3d57669f26 - - - - -,"10.11.11.226,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2384570",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.11.226,10.11.10.1', '""GET /openstack/2013-10-17/vendor_data.json ', '/1.1"" ', '200', '124', '0.2384570']"
147,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:10.960,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,5,image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>checking,"['0673', '71-34', '5-4', '86c4', '40623', '45b4', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): ']"
148,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:10.961,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",6,"image <*>dd<*>-<*>c<*>-<*>fbb-<*>c<*>-<*>fbe<*>b<*> at (<*>in use: on this node <*> local, <*> on other nodes sharing this instance storage","['0673', '71-34', '5-4', '86c4', '40623', '45b4', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): ', '1', '0']"
149,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:11.142,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,7,<*> base <*> /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,"['Active', 'files:', '489c868', '0c37', '93b76227', '91', '03908', '0e742']"
150,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:11.161,25783,INFO,nova.metadata.wsgi.server,req-8f4625ef-4b0b-47da-8ff4-d4b57da6d719 - - - - -,"10.11.11.226,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2244799",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.11.226,10.11.10.1', '""GET /openstack/2013-10-17/vendor_data.json ', '/1.1"" ', '200', '124', '0.2244799']"
151,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:11.402,25795,INFO,nova.metadata.wsgi.server,req-96baa64d-7104-4426-9e4c-9f1e4199c532 - - - - -,"10.11.11.226,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2273262",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.11.226,10.11.10.1', '""GET /openstack/2013-10-17/user_data ', '/1.1"" ', '404', '176', '0.2273262']"
152,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:11.471,25746,INFO,nova.osapi_compute.wsgi.server,req-d20c543c-9745-4834-8b0a-d539289b0aba 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/3416d0fa-6f0f-41ce-9c0a-59ae9a735da8 HTTP/1.1"" status: 204 len: 203 time: 0.2591450",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/3416d0fa-6f0f-41ce-9c0a-59ae9a735da8 ', '/1.1"" ', '204', '203', '0.2591450']"
153,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:11.516,2931,INFO,nova.compute.manager,req-d20c543c-9745-4834-8b0a-d539289b0aba 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Terminating instance,12,<*> Terminating instance,['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]']
154,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:11.731,2931,INFO,nova.virt.libvirt.driver,-,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Instance destroyed successfully.,9,<*> Instance <*> successfully.,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', 'destroyed']"
155,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:11.774,25746,INFO,nova.osapi_compute.wsgi.server,req-91759621-772f-4000-a9c8-9c735f282ea2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2975330",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1916', '0.2975330']"
156,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:11.825,25788,INFO,nova.metadata.wsgi.server,req-d95f87f2-619f-41fe-a9be-f638d3eb8dbd - - - - -,"10.11.11.226,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.3225091",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.11.226,10.11.10.1', '""GET /openstack/2013-10-17/meta_data.json ', '/1.1"" ', '200', '967', '0.3225091']"
157,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:12.435,2931,INFO,nova.virt.libvirt.driver,req-d20c543c-9745-4834-8b0a-d539289b0aba 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Deleting instance files /var/lib/nova/instances/3416d0fa-6f0f-41ce-9c0a-59ae9a735da8_del,13,<*> Deleting instance files <*>,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', '/var/lib/nova/instances/3416d0fa-6f0f-41ce-9c0a-59ae9a735da8_del']"
158,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:12.437,2931,INFO,nova.virt.libvirt.driver,req-d20c543c-9745-4834-8b0a-d539289b0aba 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Deletion of /var/lib/nova/instances/3416d0fa-6f0f-41ce-9c0a-59ae9a735da8_del complete,14,<*> Deletion of <*>complete,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', '/var/lib/nova/instances/3416d0fa-6f0f-41ce-9c0a-59ae9a735da8_del ']"
159,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:12.554,2931,INFO,nova.compute.manager,req-d20c543c-9745-4834-8b0a-d539289b0aba 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Took 1.03 seconds to destroy the instance on the hypervisor.,10,<*> Took <*>.<*> seconds to <*> the instance on the hypervisor.,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', '1.03', 'destroy']"
160,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:12.971,25746,INFO,nova.osapi_compute.wsgi.server,req-4eb27810-9d7d-49f0-9236-9a3440e0c247 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1904340",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '1874', '0.1904340']"
161,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:13.094,2931,INFO,nova.compute.manager,req-d20c543c-9745-4834-8b0a-d539289b0aba 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8] Took 0.54 seconds to deallocate network for instance.,15,<*> Took <*>.<*> seconds to deallocate network for instance.,"['[instance: 3416d0fa-6f0f-41ce-9c0a-59ae9a735da8]', '0.54']"
162,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:14.078,25746,INFO,nova.osapi_compute.wsgi.server,req-92ae6801-1ec3-4105-8987-7b0094cc0716 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1006861",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail ', '/1.1"" ', '200', '211', '0.1006861']"
163,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:15.120,25746,INFO,nova.api.openstack.wsgi,req-d055d9ee-9583-45f9-b14a-9ef40530dbcd f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,16,HTTP exception thrown: No instances found for any event,[]
164,nova-api.log.2017-05-14_21:27:04,2017-05-14,19:40:15.122,25746,INFO,nova.osapi_compute.wsgi.server,req-d055d9ee-9583-45f9-b14a-9ef40530dbcd f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0814409",0,<*> <*> <*>HTTP<*>status: <*> len: <*> time: <*>.<*>,"['10.11.10.1', '""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events ', '/1.1"" ', '404', '296', '0.0814409']"
165,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:16.170,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,7,<*> base <*> /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,"['Unknown', 'file:', '489c868', '0c37', '93b76227', '91', '03908', '0e742']"
166,nova-compute.log.2017-05-14_21:27:09,2017-05-14,19:40:16.171,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,7,<*> base <*> /var/lib/nova/instances/_base/a<*>c<*>f<*>c<*>da<*>b<*>c<*>bb<*>ac<*>e<*>,"['Removable', 'files:', '489c868', '0c37', '93b76227', '91', '03908', '0e742']"
